,year,selling_price,km_driven,fuel,seller_type,transmission,owner
3444,2006,500000,50000,1,1,1,1
3445,2003,60000,100000,2,1,1,2
3447,2015,210000,169500,1,1,1,1
3448,2019,1200000,20000,1,1,1,1
3449,2013,270000,70000,1,1,1,2
3450,2010,225000,100000,2,1,1,2
3451,2011,150000,160000,2,1,1,2
3452,2013,173000,70000,1,1,1,1
3453,2018,1200000,9422,1,1,2,1
3454,2017,710000,110000,1,1,2,1
3455,2019,1200000,20000,2,1,1,1
3456,2017,550000,20000,2,1,1,1
3457,2008,58000,70000,2,1,1,2
3458,2012,1200000,60000,2,1,2,3
3459,2013,500000,150000,1,1,1,1
3460,2009,120000,83000,2,1,1,2
3461,2012,300000,169500,1,1,1,1
3462,2018,300000,30000,2,1,1,1
3463,2015,295000,21000,2,1,1,1
3464,2018,587000,80000,3,1,1,1
3465,2012,430000,50000,2,1,1,2
3466,2007,123000,50000,2,1,1,2
3467,2012,450000,48500,1,1,2,2
3468,2007,130000,60000,2,1,1,3
3469,2010,110000,90000,1,1,1,2
3470,2010,200000,169500,1,1,1,3
3471,2015,320000,70000,2,1,1,2
3472,2014,300000,50000,2,1,1,1
3473,2016,350000,110000,2,1,1,1
3474,2018,800000,50000,2,1,1,1
3475,2016,270000,169500,1,1,1,1
3476,2017,540000,60000,2,1,1,1
3477,2011,160000,60000,3,1,1,2
3478,2013,340000,100000,1,1,1,2
3479,2017,350000,40000,2,1,1,2
3480,2011,300000,100000,1,1,1,1
3481,2013,330000,63000,1,1,1,1
3482,2016,325000,80000,3,1,1,2
3483,2013,250000,55000,1,1,1,1
3485,2015,240000,60000,2,1,1,1
3486,2020,545000,5000,2,1,1,1
3487,2015,300000,48000,2,2,1,1
3489,2017,240000,50000,2,1,1,1
3490,2018,360000,15000,2,1,1,1
3491,2012,250000,70000,1,1,1,1
3492,2019,475000,105000,1,2,2,1
3493,2016,600000,50000,1,1,1,2
3494,2010,150000,80000,1,1,1,2
3495,2017,700000,50000,1,1,1,1
3496,2016,1200000,5000,1,1,1,1
3499,2018,500000,10000,2,1,2,1
3500,2012,193000,45000,2,1,1,2
3501,2015,800000,10000,2,1,1,1
3502,2008,150000,50000,2,1,1,1
3503,2002,80000,40000,2,1,1,3
3504,2010,130000,100000,1,1,1,3
3505,2012,280000,80000,1,1,1,2
3506,2011,229999,110000,1,1,1,2
3507,2008,80000,120000,2,1,1,1
3508,2010,70000,10000,2,1,1,1
3509,2013,240000,60000,1,1,1,2
3510,2010,380000,72000,1,1,1,2
3512,2006,80000,110000,2,1,1,1
3513,2013,265000,50000,2,1,1,1
3514,2018,320000,25000,2,1,1,1
3515,2014,500000,120000,1,1,1,3
3516,2016,1200000,55000,1,1,1,1
3517,2018,1200000,35000,1,1,1,1
3518,2016,1200000,110000,1,1,2,1
3519,2014,600000,80000,1,1,1,2
3520,2018,420000,80000,2,1,1,1
3522,2010,300000,100000,1,1,1,2
3523,2006,100000,60000,2,2,1,2
3524,2017,350000,25000,2,2,1,1
3525,2018,850000,19000,2,2,1,1
3526,2008,140000,54000,2,2,1,1
3527,2015,550000,17100,2,2,1,2
3528,2017,525000,19000,2,2,2,1
3529,2015,470000,146000,1,2,1,1
3530,2013,900000,98000,1,2,2,1
3531,2011,500000,169500,1,2,1,2
3532,2001,80000,120000,2,1,1,2
3533,2011,175000,169500,1,1,1,1
3534,2017,1200000,15000,1,1,2,2
3535,2017,800000,50000,1,1,1,1
3536,2017,250000,15000,2,1,1,1
3537,2018,700000,25000,2,1,2,1
3538,2019,800000,25000,1,1,1,1
3539,2013,660000,69000,1,1,1,1
3540,2015,465000,60000,1,1,1,3
3541,2006,180000,169500,1,1,1,2
3542,2017,600000,66000,1,1,1,3
3543,2010,150000,110000,2,1,1,1
3544,2014,450000,78000,1,1,1,2
3545,2019,721000,10000,2,1,1,1
3548,2016,300000,40000,2,1,1,1
3550,2001,79000,70000,2,1,2,1
3551,2017,545000,40000,1,1,1,1
3552,2018,844999,20000,1,1,1,1
3553,2016,700000,93000,1,1,1,1
3554,2016,650000,159000,1,1,1,1
3555,2014,525000,75000,1,1,1,2
3556,2006,110000,101100,1,1,1,3
3557,2011,180000,66000,1,1,1,1
3558,2012,280000,30000,2,1,1,2
3559,2019,400000,10000,2,1,1,1
3560,2012,625000,126000,1,1,1,2
3561,2015,535000,70000,1,1,1,1
3562,2017,459999,50000,1,1,1,1
3563,2010,300000,100000,1,1,1,1
3564,2007,280000,60000,2,1,2,1
3565,2014,500000,70000,2,1,1,1
3566,2019,1200000,1200,2,1,1,1
3569,2011,180000,134444,2,1,2,2
3570,2009,78000,120000,2,1,1,2
3571,2011,160000,120000,1,1,1,1
3572,2014,600000,169500,1,1,1,1
3573,2008,110000,100000,2,1,1,2
3574,2011,450000,110000,1,1,1,2
3575,2019,1200000,35000,1,1,1,1
3576,2003,120000,165000,2,1,1,2
3577,2018,1040000,42000,1,1,1,1
3578,2014,390000,70000,1,1,1,2
3579,2011,65000,60000,2,1,1,2
3580,2013,320000,115000,1,1,1,3
3581,2017,720000,70000,1,1,1,1
3582,2007,220000,80000,2,1,1,2
3583,2011,225000,65000,2,2,1,1
3584,2010,200000,150000,1,1,1,2
3585,2015,434999,75000,1,2,1,2
3586,2012,300000,63700,1,1,1,1
3587,2018,700000,74800,1,1,1,1
3588,2009,500000,105000,1,1,1,2
3589,2016,500000,40000,1,1,1,1
3590,2016,400000,90000,1,1,1,2
3591,2015,825000,75000,1,2,1,2
3592,2018,720000,15000,1,1,1,1
3593,2009,110000,30000,2,1,1,2
3594,2014,600000,100000,1,1,1,2
3595,2009,275000,155000,1,1,2,3
3596,2012,1200000,149000,1,1,2,2
3597,2017,740000,60000,1,1,1,1
3598,2017,800000,90000,1,1,1,1
3599,2019,1100000,100000,1,1,1,1
3600,2012,750000,100000,1,1,2,2
3601,2012,200000,90000,2,1,1,2
3602,2009,210000,75000,1,1,1,1
3603,2009,270000,120000,1,1,1,2
3604,2016,630000,90000,1,1,1,2
3605,2015,375000,55000,2,1,1,1
3606,2010,300000,70000,1,1,1,1
3607,2016,580000,95000,1,1,1,2
3609,2016,750000,50000,1,1,1,1
3610,2014,250000,60516,2,1,1,1
3611,2012,434999,169500,1,1,1,2
3612,2007,900000,76731,1,2,2,1
3613,2016,685000,64000,1,2,1,1
3614,2014,540000,65000,1,2,1,1
3615,2018,1165000,13000,2,2,2,3
3616,2014,610000,77000,1,2,1,1
3617,2011,254999,24000,2,2,1,1
3618,2014,280000,63840,2,2,1,1
3619,2017,370000,25000,2,1,1,1
3620,2011,459999,76400,1,1,1,2
3621,2001,42000,70000,2,1,1,3
3623,2011,190000,80000,1,1,1,3
3624,2010,165000,100000,2,1,1,3
3625,2017,710000,40000,1,1,1,1
3626,2018,1200000,15000,2,1,1,1
3627,2011,229999,70000,2,1,1,1
3628,2018,310000,15000,2,1,1,1
3629,2015,320000,40000,2,1,1,1
3630,2006,100000,54000,2,1,1,1
3631,2009,160000,90000,1,1,1,1
3632,2007,60000,52000,2,1,1,1
3633,2012,100000,169500,1,1,1,3
3634,2016,350000,35000,1,1,1,2
3636,2017,300000,31489,2,1,1,1
3637,2018,830000,40000,1,1,1,1
3647,2010,229999,70000,2,1,1,1
3648,2013,400000,100000,1,1,1,1
3649,2005,300000,70000,2,1,1,2
3650,2013,300000,50000,1,1,1,1
3651,2009,80000,169500,1,1,1,2
3652,2008,80000,50000,2,1,1,2
3655,2018,700000,26000,2,1,2,1
3656,2016,975000,65000,1,1,1,1
3657,2009,500000,130000,1,1,1,1
3658,2013,550000,75000,1,1,1,2
3659,2014,550000,110000,1,1,1,2
3660,2014,240000,50000,2,1,1,1
3661,2001,50000,80000,2,1,1,2
3662,2009,120000,80000,2,1,1,2
3663,2013,900000,60000,2,1,1,2
3664,2009,250000,90000,2,1,1,2
3665,2017,280000,36000,2,1,1,1
3666,2010,85000,87000,1,1,1,1
3667,2011,90000,80000,1,1,1,1
3668,2015,500000,50000,1,1,1,1
3670,2015,250000,50000,2,1,1,1
3671,2014,185000,40000,1,1,1,3
3672,2008,100000,60000,2,1,1,2
3673,2015,610000,55000,1,1,1,1
3674,2012,290000,80000,1,1,1,1
3675,2012,300000,169500,1,1,1,1
3676,2015,225000,80000,2,1,1,1
3677,2017,320000,50000,2,1,1,2
3678,2012,135000,158000,1,1,1,3
3679,2006,400000,169500,1,1,1,3
3687,2016,600000,19495,2,2,1,1
3688,2013,570000,62668,1,2,1,1
3689,2013,850000,85710,1,2,1,1
3690,2011,250000,55130,1,2,1,2
3691,2014,580000,63356,1,2,1,2
3692,2012,1200000,129627,1,2,1,1
3693,2010,180000,15000,2,1,1,1
3694,2017,300000,50000,2,1,1,1
3695,2012,269000,70000,2,1,1,2
3696,2018,231999,20000,2,1,1,1
3697,2011,150000,60000,2,1,1,3
3698,2017,495000,5000,2,1,1,1
3699,2014,700000,15000,2,1,1,1
3700,2018,400000,4400,2,1,1,2
3701,2019,599000,15000,1,1,1,3
3702,2013,421000,45000,1,1,1,1
3703,2018,841000,1000,1,1,1,1
3704,2014,295000,38500,2,1,1,1
3705,2011,220000,25000,2,1,1,1
3706,2013,250000,35000,1,1,1,1
3707,2009,1100000,110000,1,1,1,2
3708,2012,300000,40000,2,1,1,1
3709,2007,80000,110000,2,1,1,2
3710,2013,215000,20000,1,1,1,3
3711,2012,245000,14987,2,2,1,1
3712,2016,650000,25061,1,2,1,1
3713,2017,760000,42494,1,2,1,1
3714,2014,395000,44875,1,2,1,1
3715,2014,280000,89741,1,2,1,2
3716,2016,495000,65000,1,2,1,1
3717,2016,525000,35000,1,2,1,1
3718,2009,420000,169500,1,2,1,1
3719,2010,210000,34500,1,1,1,1
3720,2018,650000,30000,2,1,1,1
3721,2018,1200000,39000,1,1,2,1
3722,2019,525000,16000,1,1,1,1
3723,2010,195000,80000,3,1,1,2
3724,2016,650000,60000,1,1,1,1
3725,2015,540000,110000,1,1,1,1
3726,2014,180000,61000,2,1,1,1
3728,2018,980000,50000,1,1,1,1
3729,2014,250000,90000,1,1,1,1
3730,2018,550000,35000,2,1,2,1
3731,2015,509999,43000,2,1,1,2
3732,2017,320000,50000,2,1,1,1
3733,2016,275000,25000,2,1,1,1
3734,2013,550000,169500,1,1,1,1
3735,2009,145000,50000,2,1,1,2
3736,2013,250000,80000,1,1,1,1
3737,2012,520000,35000,1,1,1,1
3738,2007,95000,85000,2,1,1,2
3739,2011,725000,110000,1,1,1,3
3740,2006,55000,70000,2,1,1,2
3741,2014,600000,100000,1,1,1,1
3742,2013,330000,120000,1,1,1,2
3743,2015,470000,89000,1,1,1,1
3744,2013,365000,120000,1,1,1,1
3745,2013,250000,40000,2,1,1,2
3746,2017,430000,17000,2,1,1,1
3747,2013,400000,125000,1,1,1,2
3748,2015,615000,110000,2,1,1,2
3749,2011,150000,120000,1,1,1,2
3751,2014,800000,90000,1,1,1,1
3752,2015,240000,110000,3,1,1,1
3753,2014,600000,87000,1,1,1,2
3754,2014,800000,15000,1,1,1,1
3756,2012,350000,38000,2,1,1,1
3757,2011,300000,64000,2,1,1,2
3758,2015,399000,55250,1,1,1,1
3759,2011,300000,110000,1,1,1,1
3760,2012,150000,70000,2,1,2,1
3761,2010,320000,60000,1,1,1,3
3762,2018,1200000,17000,1,1,1,1
3763,2017,300000,13000,2,1,1,2
3764,2016,1000000,60000,1,1,1,1
3765,2012,1090000,120000,1,1,1,2
3766,2012,450000,97000,1,1,1,2
3767,2007,60000,130000,2,1,1,2
3768,2013,500000,50000,2,1,1,1
3769,2012,200000,120000,1,1,1,2
3771,2006,60000,100000,2,1,1,2
3773,2012,185000,67000,3,2,1,2
3774,2015,155000,60000,2,1,1,1
3776,2016,300000,20000,2,1,1,1
3777,2018,850000,12500,2,1,1,1
3778,2019,470000,4000,3,1,1,1
3779,2019,600000,25000,2,1,1,1
3780,2013,700000,70000,1,1,1,2
3781,2007,70000,162000,3,1,1,1
3782,2010,1200000,169500,1,1,1,2
3783,2008,650000,70000,2,1,2,3
3784,2018,450000,70000,1,1,1,2
3785,2014,750000,100000,1,1,1,2
3786,2013,775000,70000,1,1,1,2
3787,2011,800000,169500,1,1,1,1
3788,2015,360000,80000,2,1,1,2
3789,2010,250000,120000,1,1,1,1
3790,2017,1200000,22038,1,1,1,1
3791,2013,600000,80000,1,1,1,1
3792,2010,120000,90000,2,1,1,1
3793,2012,320000,140000,1,1,1,2
3794,2011,400000,120000,1,1,1,2
3795,2015,302000,60000,1,1,1,1
3797,2014,150000,60000,2,1,1,2
3798,2012,200000,90000,1,1,1,2
3800,2008,120000,169500,1,1,1,2
3801,2019,1200000,10000,1,1,1,1
3802,2017,620000,65000,2,1,1,1
3803,2012,449000,90000,1,1,1,1
3804,2007,100000,70000,2,1,1,1
3805,2018,600000,2500,2,1,1,1
3807,2012,250000,40000,1,1,1,1
3808,2018,550000,63000,2,1,1,1
3813,2014,360000,70000,1,1,1,1
3814,2012,650000,60000,2,2,2,1
3815,2012,199000,92000,1,2,1,3
3816,2014,285000,89126,1,1,1,1
3817,2009,260000,134000,1,1,2,1
3818,2019,869999,15000,2,2,2,1
3819,2016,425000,42500,1,2,1,1
3820,2012,490000,42000,1,2,2,1
3821,2015,750000,70000,1,1,2,2
3822,2004,125000,110000,2,1,1,3
3823,2014,221000,131365,1,1,1,1
3824,2016,724000,48980,1,2,2,1
3825,2014,440000,46000,2,2,2,1
3826,2009,70000,60000,2,1,1,3
3827,2015,511000,58000,1,2,1,1
3828,2016,790000,22000,1,2,1,1
3829,2017,640000,37000,2,1,1,1
3830,2009,120000,70000,2,1,1,3
3831,2012,126000,98900,1,1,1,3
3832,2012,120000,125000,1,1,1,1
3833,2017,650000,60000,1,1,1,1
3834,2014,450000,80000,2,1,1,2
3835,2010,110000,80000,3,1,1,3
3836,2017,600000,40000,1,1,1,1
3837,2012,620000,80000,1,1,1,2
3838,2014,600000,30000,1,1,1,1
3839,2018,795000,35000,1,1,1,1
3840,2011,300000,169500,1,1,1,3
3841,2015,495000,60000,1,1,1,1
3844,2018,1200000,34000,1,1,2,1
3845,2014,350000,145000,1,1,1,1
3850,2018,500000,70000,1,1,1,1
3851,2017,1200000,36000,1,2,2,1
3852,2014,345000,58000,2,2,1,1
3853,2013,220000,100000,1,1,1,1
3856,2001,50000,100000,2,1,1,2
3857,2017,585000,14000,2,2,1,1
3859,2018,625000,13800,2,1,2,1
3860,2017,1035000,23000,2,2,2,1
3862,2017,600000,99700,1,1,1,1
3863,2019,1200000,5000,1,1,2,1
3864,2014,650000,49654,1,2,1,1
3865,2016,550000,45457,2,2,1,1
3866,2017,1200000,39221,1,2,1,1
3867,2016,660000,48220,2,2,1,1
3868,2017,700000,11114,2,2,1,1
3869,2008,235000,60208,1,2,1,1
3870,2013,475000,80000,1,2,1,1
3871,2008,795000,98600,1,2,2,1
3872,2016,1200000,13000,2,2,2,1
3873,2015,1200000,30000,1,2,2,1
3874,2019,1200000,18000,2,2,2,1
3875,2010,1200000,100000,1,2,2,1
3876,2015,850000,58000,2,2,2,1
3877,2017,585000,85441,1,2,1,1
3878,2015,380000,64541,1,2,1,1
3879,2019,650000,35000,1,1,1,1
3881,2017,434999,16267,2,2,1,1
3882,2013,525000,71500,1,2,1,1
3883,2019,1200000,12999,1,2,2,1
3884,2008,160000,80000,2,1,1,1
3885,2007,160000,90000,2,1,1,2
3888,2017,900000,14700,2,1,1,1
3889,2001,61000,90000,2,1,1,2
3891,2009,150000,100000,2,1,1,2
3892,2019,950000,24000,2,1,2,1
3894,2007,110000,90000,2,1,1,1
3895,2015,375000,30000,2,1,1,1
3896,2017,350000,80000,2,1,1,1
3897,2012,310000,92686,1,2,1,2
3898,2010,90000,169500,2,1,1,3
3899,2011,350000,90000,2,1,1,2
3900,2003,100000,60000,2,1,1,1
3901,2017,1200000,40000,1,1,2,1
3908,2014,280000,55000,2,1,1,1
3909,2018,360000,6000,2,1,1,1
3910,2011,150000,40000,2,1,1,2
3911,2017,900000,15000,2,1,2,1
3912,2005,120000,50000,1,1,1,2
3913,2010,215000,90000,2,1,1,2
3914,2013,550000,38500,1,1,1,1
3915,2018,775000,35000,2,1,1,1
3916,2001,409999,49359,2,1,1,3
3917,2005,65000,70000,2,1,1,2
3918,2008,200000,90000,2,1,1,2
3919,2010,240000,50000,2,1,1,2
3920,2012,800000,108731,1,1,1,1
3921,2010,400000,120000,1,1,1,1
3923,2007,150000,90000,1,1,1,3
3924,2014,500000,140000,1,1,1,2
3925,2014,320000,80000,2,1,1,1
3928,2018,285000,14000,2,1,1,1
3929,2012,360000,70000,1,1,1,2
3930,2009,450000,55000,2,1,1,2
3931,2011,175000,60000,2,1,1,3
3932,2011,350000,74000,1,1,1,2
3933,2020,530000,45000,1,2,1,1
3934,2017,1025000,38000,1,2,1,1
3935,2017,950000,24000,1,2,1,1
3936,2017,725000,29976,2,2,1,1
3937,2017,919999,41000,2,2,1,1
3938,2018,700000,15000,1,2,1,1
3939,2017,725000,36000,1,2,1,1
3940,2017,840000,30646,2,2,1,1
3941,2015,365000,23600,2,2,1,1
3942,2014,665000,71318,1,2,1,1
3943,2003,50000,78098,2,1,1,1
3944,2014,225000,30000,2,1,1,1
3945,2012,229999,45000,2,1,1,2
3946,2008,145000,67000,2,1,1,1
3949,2017,750000,18054,2,2,1,1
3950,2015,785000,40000,1,1,1,1
3951,2011,225000,30000,2,1,1,1
3952,2017,300000,80000,1,1,1,1
3953,2016,680000,20000,1,1,1,1
3954,2016,700000,40000,1,1,1,1
3955,2011,180000,120000,1,1,1,1
3956,2008,270000,120000,1,1,1,2
3957,2010,370000,97000,2,1,1,2
3958,2018,1100000,70000,1,1,1,1
3960,2013,430000,88000,1,1,1,2
3961,2014,550000,38406,1,2,1,1
3962,2014,320000,54350,2,2,1,1
3963,2015,390000,32260,2,2,1,1
3964,2014,550000,58231,1,2,1,1
3965,2012,370000,59858,2,2,1,1
3966,2010,190000,73350,2,2,1,1
3967,2013,509999,88473,1,2,1,1
3968,2013,450000,96987,2,2,1,1
3969,2016,1200000,77350,1,2,2,1
3970,2015,550000,61187,1,2,1,1
3971,2009,400000,68350,1,2,1,1
3972,2015,585000,81150,1,2,1,1
3973,2019,500000,30000,2,1,1,1
3974,2015,800000,30000,2,1,1,1
3975,2009,265000,120000,1,1,1,2
3976,2012,175000,169500,1,1,1,1
3977,2007,125000,50000,2,1,1,2
3978,2010,165000,80000,1,1,1,1
3979,2011,150000,169500,1,1,1,1
3980,2015,1025000,90000,1,1,1,2
3981,2014,1030000,169500,1,1,1,2
3982,2012,380000,90000,1,1,1,3
3983,2010,250000,110000,1,1,1,3
3984,2001,85000,80000,2,1,1,2
3985,2016,500000,35000,1,1,1,1
3986,2018,350000,15000,2,1,1,1
3987,2010,190000,52000,2,1,1,2
3988,2009,940000,140000,1,1,1,1
3989,2013,475000,60000,2,1,1,2
3990,2018,300000,17000,2,1,1,1
3991,2016,250000,70000,2,1,1,3
3992,2001,93000,97000,2,1,1,3
3993,2012,290000,125000,1,1,1,2
3994,2010,75000,169500,2,1,1,3
3995,2015,1000000,120000,1,1,1,2
3996,2015,550000,87000,1,1,1,1
3997,2010,285000,75000,1,1,1,3
4026,2012,229999,40000,2,1,1,2
4027,2014,580000,120000,1,1,1,1
4028,2005,175000,100000,2,1,1,3
4029,2012,250000,110000,1,1,1,3
4036,2006,70000,105700,2,1,1,1
4037,2017,430999,14000,2,2,1,1
4038,2010,80000,70000,2,1,1,1
4039,2019,335000,28000,2,2,1,1
4040,2017,350000,51000,2,2,1,1
4041,2018,315000,56000,2,2,1,1
4042,2019,1100000,35000,1,1,2,1
4043,2005,80000,24000,2,1,1,1
4044,2014,285000,64000,2,2,1,2
4045,2009,100000,120000,1,1,1,3
4046,2011,225000,37091,2,1,1,1
4047,2017,1200000,80000,1,1,2,1
4048,2018,320000,38900,2,1,1,3
4049,2016,1200000,60000,1,1,1,3
4050,2008,120000,110000,2,1,1,3
4051,2011,200000,100000,1,1,1,2
4052,2016,1151000,85000,1,1,1,1
4053,2012,120000,140000,1,1,1,1
4054,2017,220000,20000,2,1,1,1
4056,2018,784000,40000,1,1,1,1
4058,2018,350000,20000,2,1,1,1
4059,2018,1200000,50000,1,1,2,1
4061,2019,525000,9400,2,1,1,1
4062,2017,930000,12000,1,1,1,1
4063,2017,440000,14100,3,2,1,1
4064,2016,434999,21000,2,2,1,1
4065,2011,250000,28000,2,2,1,1
4066,2017,940000,35000,1,2,1,1
4067,2017,1050000,31000,1,2,2,1
4068,2016,825000,58000,1,2,1,1
4069,2012,229999,25000,2,1,1,1
4070,2011,375000,72000,2,2,1,1
4071,2013,640000,89000,1,2,1,1
4072,2012,800000,160000,1,2,1,1
4073,2012,130000,30000,2,1,1,3
4074,2014,300000,37555,2,2,1,1
4075,2018,440000,14000,2,2,1,1
4076,2014,595000,56600,3,2,1,1
4077,2013,450000,110000,1,1,1,1
4078,2017,690000,50000,1,1,1,1
4079,2019,300000,5000,2,1,1,1
4080,2014,170000,100000,2,1,1,2
4081,2012,280000,120000,1,1,1,1
4082,2009,220000,67580,2,1,1,2
4083,2009,140000,100000,2,1,1,3
4084,2004,45000,60000,2,1,1,1
4085,2014,200000,125000,1,1,1,2
4086,2008,325000,120000,1,1,1,2
4087,2010,300000,130000,1,1,1,2
4088,2009,120000,169500,2,1,1,2
4092,2015,280000,40000,1,1,1,1
4093,2013,225000,78000,1,2,1,1
4094,2015,750000,48238,2,3,2,1
4095,2016,535000,38365,2,2,1,1
4096,2016,1200000,23670,1,3,1,1
4097,2017,650000,49834,2,3,1,1
4098,2013,295000,57353,2,3,1,1
4099,2015,480000,68308,1,3,1,1
4100,2015,575000,63240,1,3,1,1
4105,2020,426000,1000,1,1,1,1
4108,2015,295000,90000,1,1,1,3
4129,2011,330000,100000,1,1,1,2
4130,2009,150000,80000,2,1,1,1
4131,2016,927999,90000,1,1,1,1
4132,2003,70000,60000,2,1,1,3
4133,2015,399000,55000,1,2,1,1
4134,2015,350000,90000,1,1,1,1
4135,2006,125000,50000,1,1,1,2
4136,2008,150000,90000,2,1,1,2
4138,2014,675000,61000,1,2,1,1
4139,2018,950000,30000,1,1,1,1
4140,2018,409999,45000,3,1,1,1
4141,2011,225000,60000,1,1,1,1
4142,2008,350000,75000,2,1,1,2
4143,2005,51111,140000,2,1,1,3
4144,2013,290000,56000,1,2,1,1
4145,2006,310000,62000,3,2,2,2
4146,2007,212000,58000,1,2,1,2
4147,2013,900000,49000,1,2,2,2
4148,2011,221000,56000,1,2,1,2
4149,2013,675000,73000,1,2,1,1
4150,2014,421000,69000,1,2,1,1
4151,2008,350000,10000,2,1,1,1
4152,2010,140000,110000,3,1,1,1
4153,2002,90000,116000,1,1,1,2
4155,2009,180000,30000,2,1,1,1
4156,2009,210000,109000,1,1,1,2
4157,2017,700000,90000,1,1,1,1
4159,2012,125000,120000,1,1,1,1
4160,2017,530000,64916,2,1,1,1
4161,2018,800000,37161,1,2,1,1
4162,2016,580000,15000,2,1,1,1
4163,2012,1200000,118000,1,1,2,2
4164,2018,300000,50852,2,1,1,1
4166,2015,700000,77000,1,1,1,1
4167,2012,250000,70000,2,1,1,3
4168,2016,500000,120000,1,1,1,1
4169,2009,428000,40000,2,1,2,3
4170,2019,1200000,33000,1,1,1,1
4171,2013,219000,53500,2,1,1,3
4193,2010,409999,60000,2,1,1,1
4194,2018,570000,5000,2,1,1,1
4195,2007,160000,80000,2,1,1,3
4196,2017,749000,51500,1,1,1,2
4198,2014,550000,79800,1,2,1,1
4199,2015,550000,97000,1,2,1,2
4200,2019,1200000,6590,1,2,1,1
4201,2017,700000,49957,1,2,1,1
4202,2017,600000,43235,1,2,1,1
4203,2018,925000,50699,1,2,1,1
4204,2016,1200000,126000,1,2,2,1
4205,2015,459999,140730,1,2,1,2
4206,2015,565000,46000,2,1,1,1
4207,2013,170000,80000,2,1,1,3
4208,2001,150000,169500,1,2,1,1
4209,2008,295000,120000,1,1,1,1
4210,2018,819999,40000,1,1,1,1
4211,2019,819999,40000,1,1,1,1
4213,2015,550000,135000,1,1,1,2
4214,2015,550000,50000,1,1,1,1
4215,2017,590000,98000,1,1,1,1
4217,2017,950000,50000,1,1,1,1
4219,2013,500000,120000,1,1,1,1
4221,2017,720000,35000,1,1,1,1
4222,2015,390000,70000,1,1,1,2
4223,2014,500000,35000,1,1,1,1
4224,2016,1200000,70000,2,1,2,2
4225,2017,780000,50000,1,1,1,1
4226,2015,484999,90000,1,1,1,2
4227,2012,420000,90000,1,1,1,2
4228,2015,1200000,70000,1,1,1,1
4229,2015,350000,50000,1,1,1,2
4230,2015,350000,120000,1,1,1,3
4231,2011,800000,169500,1,1,1,1
4232,2004,125000,70000,2,1,2,2
4233,2010,75000,100000,1,1,1,3
4234,2018,509999,15000,2,1,1,1
4235,2014,215000,80000,1,1,1,3
4245,2014,480000,101000,1,2,1,1
4246,2016,630000,55000,1,2,1,1
4247,2007,190000,115000,2,2,1,2
4248,2015,500000,100000,1,2,1,1
4249,2014,850000,52000,1,2,1,2
4250,2011,350000,105000,1,2,1,1
4251,2013,425000,169500,1,2,1,1
4252,2015,495000,105000,1,2,1,1
4253,2017,890000,60000,1,1,1,2
4254,2018,1100000,25000,1,1,2,2
4255,2014,650000,169500,1,1,1,2
4276,2009,233000,58000,2,1,1,3
4277,2015,300000,110000,1,1,1,2
4278,2020,614000,1000,2,1,1,1
4279,2010,250000,100000,2,1,1,2
4280,2010,250000,110000,2,1,1,2
4282,2013,290000,52000,2,1,1,1
4283,2013,320000,80000,2,1,1,2
4284,2006,145000,52000,2,1,1,2
4285,2005,100000,124000,2,1,1,2
4286,2010,130000,169500,1,1,1,2
4287,2006,145000,66000,2,1,2,2
4288,2008,110000,120000,2,1,1,3
4289,2019,680000,40000,1,1,1,1
4290,2004,37500,90000,2,1,1,2
4291,2011,200000,120000,1,1,1,2
4312,2019,1000000,15000,1,1,1,1
4313,2019,1200000,10000,1,1,2,1
4314,2015,470000,169500,1,1,1,1
4315,2017,415000,20000,2,1,1,1
4316,2014,500000,82000,1,1,1,1
4317,2013,150000,60000,2,1,1,2
4318,2005,95000,50000,2,1,1,2
4320,2008,114999,66782,2,1,1,2
4321,2006,75000,130000,2,1,1,1
4323,2014,195000,75000,2,1,1,2
4324,2015,155000,40000,2,1,1,1
4325,2001,65000,90000,2,1,1,2
4326,2005,65000,150000,2,1,1,3
4327,2015,190000,60000,2,1,1,2
4328,2012,200000,112198,1,1,1,2
4329,2010,160000,60000,2,1,1,2
4330,2010,150000,130000,1,1,1,2
4331,2015,530000,169500,1,1,1,3
4332,2015,750000,120000,1,1,1,1
4333,2012,225000,90000,1,1,1,2
4334,2012,600000,169500,1,1,1,1
4335,2014,409999,80000,1,1,1,2
4337,2009,110000,83000,2,1,1,2
4338,2016,865000,90000,1,1,1,1
4339,2016,225000,40000,2,1,1,1
